id,user_id,timestamp,text
MTI1NjY2.xxDaFFShWWhKhhgh8rJn81i4nN8,uid-4336972509550173757,2015-02-03T13:57:49,We have to rely on them atm; which is bad. We shouldn't have retired the shuttles until we had a replacement.
MTI1NDcw.5whAZ6EyKnH1OZXqdoYrqMz3j0E,uid-8529133183187015683,2015-02-03T14:01:25,Question for Reacht SCIENCE - how close are Branson & Musk to filling the void? Or is this not their focus?
MTI1NjY3.KXoJJSU7cUHge0XWpqLl0KNqB-U,uid-1639630007477671765,2015-02-03T15:00:57,I wish we had a better solution; but governmental investment in SpaceX's Dragon capsule seems like the fastest route.
MTE3Mzky.6n1wxW67ytKTHC7uZGk0NrGkvug,uid-8529133183187015683,2015-01-26T17:22:10,Technology just too amazing not to pick 2000-present
MTE3NDEy.jHk0CnvJF-YfoHzbjJH2_OhW_Qc,uid-4336972509550173757,2015-01-26T17:51:31,Mainly because we've gotten used to a faster pace. 
MTE3NDQ1.zrVvXQLfm_KYt_6XVw6omkn6pfE,uid-1725235943194291518,2015-01-26T18:21:32,I'd have to pick my step-dad; the best chef ever!
MTE3NjA3.BMrLdIsGeNTiQ8jXVPYCgHgpYmQ,uid-4336972509550173757,2015-01-26T19:41:21,Super bowl shmuper bowl
MTIzNDY4.ipAVn3zSA3EOmXLqoiOVVvQY1_4,uid-4336972509550173757,2015-01-31T18:21:24,I have my doubts because they threw out the Expanded Universe.
MTIzNTEw.311eG4ox0sEgPs43Gh3ud_-C5Nk,uid-8529133183187015683,2015-01-31T19:38:19,Bringing on JJ Abrams was a great call. May save the franchise.
MTI0Nzc2.UpSvRysiiYy6vojs_D7rxQAyR84,uid-8529133183187015683,2015-02-02T13:54:50,I would have said yes; but just had a great convo with David Wood about it. Still some lingering concerns....
MTI0ODU1.Hcj3voMFF1CPiv--fV-NYIs_biw,uid-1639630007477671765,2015-02-02T14:25:56,However; humanity remains a threat to humanity.
MTAzMjU3.aBtuwwmeKm4LibuSj0hjl1T0Z3s,uid-5628842795894799203,2015-01-07T18:37:48,Why can't municipalities pass a law that requires parents to; well; BE PARENTS and exercise some discretion and own the consequences of their decisions.  The decay in our sense of personal responsibility is a fundamental issue.
MTE5NDQ4.vNqTyISveUaAsgrGwXfwg4fnCPo,uid-8529133183187015683,2015-01-28T13:53:08,Net neutrality forever!
OTQ2MTI.NtK9FcPwLKnGwOpVQbJrByM39Po,uid-2553235734972705919,2014-12-18T21:34:08,This question doesn't make any sense
OTU1OTQ.MxqrAvFKuV24AmmA624DWLimwgk,uid-3916586268100219812,2014-12-20T14:37:40,This is my comment. You ask great questions.
MTIwNzgw.weUiAwhUSwCusow-Fga1l76ycXo,uid-3688118382361809286,2015-01-29T19:02:48,This game is won in the trenches
MTIxMzEy.11fK5eIrAtjwtf97HDriO1f5zGY,uid-2439379794235606323,2015-01-30T03:33:51,I absolutely will choose TB! This young man is a three-time SUPERBOWL champ and he is humble; he is respectful of his coaches; the fans; very professional; a winner on the field more than he is a talker outside of it! The #Boomers are scathingly irritable! They're a bunch of arrogant heady ball players! That entire defense is "offensive" and I morally reprehensible without any character! They hail  Marshawn as if he is the best thing to happen to them since sliced bread! This is Tom Brady's 6th appearance at the SUPERBOWL and he is so respectful of his opponents! That's character! The young man has been praising his opponents since the week started. That's class❗️  As for the Legion of Boom; this is only their second SB appearance (understandably back-2-back) and they're so heady? If the likes of Marshawn or Sherman went to the SB 6 times they would be unreadable and untouchable! They will can do what they like and call the bluff of their organization; the league and the fans! These guys are walking time-bombs❗️
MTIxODAz.l90oum0OcZ8BbHb9PRkME6GJmvc,uid-8529133183187015683,2015-01-30T14:46:47,Well; I had some help. Denny; will miss you!
MTIxODA2.eN3KsSkmCilos3oJ3SSqYqTPAeA,uid-866622179996381273,2015-01-30T14:48:34,We will all miss you when you leave Denny!   Many blessings for what path you take from here :)
MTIxODA3.zy7atQVkwndGUQaXWqeqVIHmYj0,uid-1904762808672669860,2015-01-30T14:51:27,Oh no so sad to see him go
MTIxODQy.QNTVCEdmAfhaKhva6fs9XpbASgc,uid-2553235734972705919,2015-01-30T15:17:59,Demny; you will always be the man!
MTIyOTcw.8VIW75kDK4CToj0QqytLsVhLeA4,uid-4243310190109694694,2015-01-31T10:39:17,Fairly new listener; but love Denny and Christel! Best of luck in your future endeavors; Denny.  We will enjoy the time we have left with you on air and are very lucky to have 4 months notice.  ☺
MTI1MzMw.2_KDAu0W0HavaMAT79OIHBzHxrc,uid-3883406369967967257,2015-02-02T20:11:28,Dam shame!!
MTI5ODg5.kBt_hF9MuerMxSmgMEPF0AWMnjU,uid-4336972509550173757,2015-02-06T12:11:30,Russia has nukes 
MTI5ODkx.tgjxC-3XJXHOc8JykwRv8c_efWo,uid-7319749070028553002,2015-02-06T12:22:08,Both
MTI5ODky.bMYFejRt2ugOQTDprzN8wZLTOP8,uid-5628842795894799203,2015-02-06T12:23:12,We are unlikely to go head-to-head against Russia. The "Ukrainian separatists" are a thin facade over Russian troops.  Clearly; we can't decide whether to send our military-as-warfighters or our military-as-policeman to deal with extremists.
MTI5OTQw.GFxmcXdbLophn4iMj9AINnMCZJM,uid-5023078985052522901,2015-02-06T13:30:08,Trying to fast track turning democracy over to multinational corporations via trade agreements 
MTMwMTQy.SEX50Yty-m7I3gy1GdPDDc6sq9w,uid-1639630007477671765,2015-02-06T15:12:58,This is a difficult question; but I think Russia's interests are limited. I agree with George Friedman who thinks that post-Cold War boundaries around Russia need to be realigned. ISIS has no such natural limits.
MTE2NDE4.eYWiIVcAUTFoJNmYghX7LACMaWk,uid-2553235734972705919,2015-01-24T17:34:12,Episode 5 Han solo
MTE2NDE5.QM-sQKHfnDRiKOT33YggJ4DBvEI,uid-5628842795894799203,2015-01-24T17:37:46,Chew baca !!
MTE2NDIw.v2Xl8UF-B9FBGff1JI0qaifHFVU,uid-8529133183187015683,2015-01-24T17:38:26,Empire Strikes Back and the original Boba Fett
MTE2NDIx.I7Xh1yhthUlqIduFBndH-ZvxFoE,uid-4336972509550173757,2015-01-24T17:39:24,The Expanded Universe (books) was the best. The turning of Han and Leah's son Jacen to the dark side was far more convincing than the turning of Anakin in the movies.  it's a shame that Disney killed the Expanded Universe.
MTI0ODA5._V3-fUg_rgKKbtblczRmKOneOvU,uid-1690703663724698944,2015-02-02T14:11:44,Christal Blue! 😉
MTI0ODE5.kuAgeLmCAU9RZnkCrYW-jKDBszQ,uid-1725235943194291518,2015-02-02T14:24:05,Is she blond?
MTI0ODIw.EYMyuR9EBVd_U6c4mRsHnfR00gY,uid-8529133183187015683,2015-02-02T14:30:58,I think Carrie steals this one from her.
MTI0OTA4.1ouu-irM67u4MGOr720g3zOiSmg,uid-2574738995880809446,2015-02-02T15:39:40,Carrie Underwood
MTI1MTI0.XWHfPvHXB9cBOBZouFoMXiW8mso,uid-942677281430279380,2015-02-02T17:59:08,Carrie Underwood
MTI1NjQ1.ztRT2FEJXH3MMnXULbvaVkjmogw,uid-7805809529240481299,2015-02-03T12:18:07,Carrie Underwood
MTIxODMz.vf94J_WAnQhaXWhwWuge0TOAfiQ,uid-8529133183187015683,2015-01-30T15:06:20,Just like Dan Marino
MTI0ODY2.Hm8yA-5GuDBlKV95gTaTh1KByes,uid-8529133183187015683,2015-02-02T14:31:38,Epic game! Halftime show was pretty good; too.
MTA0Njc5.lY8JzzsZ6CNRw48mCACOOEvaSSo,uid-2553235734972705919,2015-01-09T20:11:24,This is bullshit.
MTA0Njkw.CRl0kNEzbn7lZrx0HRVBYNDaBEA,uid-3916586268100219812,2015-01-09T22:31:59,This is my comment
OTU1NTM.QcnSCsAZBXjYJqctuMo9Ftopsl4,uid-2553235734972705919,2014-12-19T22:18:06,Good stuff
MTI1NzU3.cWjvU5YSyn2ml4qw7UQsJbJ1IMQ,uid-8529133183187015683,2015-02-03T16:13:00,Just please be a local business!
MTI1NzU4.By7QFPY7xNMLOHlSbH2ZOq0PDEk,uid-5023078985052522901,2015-02-03T16:13:39,Anything that's not a big franchise chain
MTI5MzYy.1-UgqLhk1GM1DCcBoi2ZBJaoc8E,uid-8529133183187015683,2015-02-05T20:56:04,The first one still freaks me out!
MTI5ODkw.F4pSRW23ObtR1j7UZgqDNm2HR34,uid-4336972509550173757,2015-02-06T12:16:26,It's out in English too
OTg3MTU.y95PoHIHkRppakSwkLi1bdX6dwY,uid-2553235734972705919,2014-12-29T15:54:35,The fact I can get
MTE4MTM4.2xjkFTgeT9ZydhpETYUKNM-UgNk,uid-8529133183187015683,2015-01-27T03:05:15,Can't believe he's leaving!
MTIzODky.wpfb8XtKhntzFeppFqYOd10wk-A,uid-4336972509550173757,2015-02-01T16:33:52,Firefly
MTIzODkz.GTk2LeYrmXHPPDzfPwLzTwHjAjQ,uid-8529133183187015683,2015-02-01T16:36:07,Notre Dame vs. USC
MTIzODk0.OO09H9i6Jugm3rwSx-x1_ZkEd-E,uid-7319749070028553002,2015-02-01T16:41:59,Psych reruns
MTA4NTI2.jH5astjAViAU4TrtUjAq7o8j54w,uid-2350789765717880243,2015-01-14T14:52:37,Carrie Underwood; "Something in the Water"
OTY1NjI.nDZvqBIfXbp8jhqvs_YNWPiPOzQ,uid-2553235734972705919,2014-12-22T20:07:09,Hajdjxudhdjsjdjdjdjfofjdhdbq
MTE5NjQw.Gbchq2ZERLG_dpDMEx7UZaifBqs,uid-8529133183187015683,2015-01-28T15:31:42,How about all the above!
MTIwMzQz.dU3vvNDqZu91PMwDKee5GkrJ0nU,uid-4336972509550173757,2015-01-29T12:24:47,And online reading 
MTE0MDA1.28h6P-qusT-KmXTucKnV5LbtE2s,uid-4336972509550173768,2015-01-21T19:08:18,Ttttt
MTE1MjI1.23XLmUWkcLXYOb7caqXZiYViogM,uid-714868386310895248,2015-01-22T14:49:37,View my comment like this! 
MTI2NTg1.EPTl_EjMwO423gqKyTk8awDAtT0,uid-8529133183187015683,2015-02-04T12:44:00,Wilco!
MTI2NTg2.lpmLo5s-idznIECorP0V-RpgF0A,uid-3883406369967967257,2015-02-04T12:49:19,Eric church
MTI2NTg3.Xq0GDKI5aeZyHJO6O5Da2Fctw1Y,uid-3685306948218031667,2015-02-04T12:49:48,Brad puts on an awesome show!!
MTI2NjAx.ca6weF2_cTahJSC22r-D4QLHo-s,uid-1690703663724698944,2015-02-04T13:18:37,Michael Jackson!
MTI3ODQ2.UXmAfGI2noCCU6aL_KsdRMSL6Y8,uid-1725235943194291518,2015-02-04T18:58:38,Ryan Adams!
MTA2Mzc2.ycoAUwCjxLjoZFg4fEEx0aBs_tg,uid-2553235734972705919,2015-01-12T15:33:36,Haven't listened to it yet.
MTIwNzY3.oXwQl9DC9iaRib09sBJH6KBJoXc,uid-4336972509550173757,2015-01-29T18:47:21,I don't play video games 
MTE5NjQ1.DVhcUvg1CBDU2K2jYQDNBDmDT18,uid-5628842795894799203,2015-01-28T15:36:41,Ms Obama didn't cover her head and the Saudis didn't shake her hand/greet her.  The whole thing is silly.
MTE5NjQ2.SCyqoY5kvQdqWshcN-uQJC5EVNg,uid-1725235943194291518,2015-01-28T15:37:03,I don't think it is a big deal; she is not the first woman to do it (Clinton; Albright; Merkle)
MTI1NzEy.boRUE0woRPHHoCAcI71zMPD5wSw,uid-8228270014040635449,2015-02-03T15:54:46,630-12 the 330-530
MTI1NzI4.sQq3BcN-viT1hMaJRwzBVu68bu4,uid-5344406681950136060,2015-02-03T16:08:18,All day
MTI1NDg4.ooju7BLtHqu3HcRb7Ej2yBrFqlM,uid-714868386310895248,2015-02-03T16:10:06,I just follow you on reacht
MTI2MDU0.eL9cFRbsLaqKHgLrjZtemWfme3w,uid-6482141219742074075,2015-02-03T19:34:19,Anytime I'm in the car
MTI2Mjcx.ZZFkhzcrXUrsI4WYQtuDmGG4hsc,uid-3883406369967967257,2015-02-03T22:14:09,Listen all day usually.
MTI5NjMx.FvoXcyAncO6T0rh__w18OWaHDlY,uid-861997319951321139,2015-02-06T02:05:00,I like to listen to More In The Morning w/Denny & Christal and Brad Majors because those are the best times for radio contests.
MTIxMDk0.9Fv-_DzQg_OR1G3e7To9kTTM2ko,uid-2031115705546437912,2015-01-29T23:53:49,Action
MTI0OTA3.D96ZmCT7IyoowWwauCscvQQVqqY,uid-6589032279274784472,2015-02-02T15:15:10,Fiat and viagra commercial. 
MTI1MDQx.2K7xtnLVZ9rowmJP7i7GTPrKMjo,uid-7761062048590846382,2015-02-02T15:15:36,Gieco cold cut sandwich
MTI1MDQy.QGnZN3YiPpGB0tz4kvjrnPuAJnQ,uid-7791041015233714710,2015-02-02T15:15:38,Didn't care
MTI1MDQz.lxtXinjIBNl1td21HnWLp_HY8c0,uid-6945818143099583227,2015-02-02T15:16:51,Didn't tune in (yawn):)
MTI1MDQ0.5fiD2v__9jdlwfj9Wy64GenyuC8,uid-8285918040958557429,2015-02-02T15:17:16,Michael and sons re inflating the ball
MTI1MDc0.bYzKobpiNmCaxeFfVOn_WAXzzOE,uid-7113496701631595211,2015-02-02T17:02:34,Chevy Colorado and TV going out
MTI1MzI5.vRI46isDReMsKdJC3-neq8osKyE,uid-1568595066748855342,2015-02-02T19:58:23,Budweiser puppy ad
MTI1NDgz.r4A0mxGIvsHviK0Q2KDuI3No4Ow,uid-5889211434205611670,2015-02-03T14:14:36,The Chevy commercial that made us all start calling our TV companies.
MTE5MTcy.xtWG1Ilcd_ikzmt_V05qHadlbW0,uid-2553235734972705919,2015-01-27T23:49:54,I don't care 
MTIyMTQ1.m1kdNqd2yJRe3DrPccITJyFHk6Y,uid-4336972509550173757,2015-01-30T17:27:09,Best part is everyone else is watching the super bowl; so nothing else is crowded!
MTIyMTc4.03bXyVKNqNdZ7mIWbuLbX5xKWG4,uid-4336972509550173757,2015-01-30T18:59:19,Best part is everyone else is watching the super bowl; so nothing else is crowded!
MTIyMTgx.Y0DM6howoGC4C4Sn3LjdzxQzji0,uid-4336972509550173757,2015-01-30T18:59:20,Best part is everyone else is watching the super bowl; so nothing else is crowded!
MTI0NzY4.paKezaSjPGYxjFeR923cXAA_Rgs,uid-5628842795894799203,2015-02-02T13:46:15,Malcolm butler did and amazing job keeping his wits during a clutch play! That can't take away from Bradys incredible contribution throughout the game.
MTI0NzY5.4VShRPTpwKY2C_8zxAiakUywx_A,uid-6146768952332844574,2015-02-02T13:49:45,Cheaters never win
MTI0ODA2.1J_emEpSUslaPNkzY0nmZnXEPmw,uid-3688118382361809286,2015-02-02T14:06:17,The only reason Seattle was in a position go win was Brady's INTs. Gotta give it to Butler. Sometimes one play is the most valuable.
MTI0ODUy._fYEs3BSrhkLjeXjqJ61pGbDpI4,uid-5889211434205611670,2015-02-02T14:21:17,Tired of the old standby; "let's make the QB the MVP."
MTI0ODU0.yqtVzZlAphd6l3q8poupw4la_a0,uid-1725235943194291518,2015-02-02T14:23:27,That INT was the GAME!
MTI1MDY2.Ihe22n0Qay65GsOUrWXkETlXOM4,uid-4333367279312829941,2015-02-02T16:10:28,Pete Carroll.  For being too cute by half.
MTI1NTU3.vXZM6rT6bQrjp4qRcXgQ4rbA36A,uid-6589032279274784472,2015-02-03T02:16:13,If people wanna get high then let them. And it's safer the cigarettes. 
MTI1NTU4.SwfBls4c7N9-xZTqP-fee_Ex80A,uid-5628842795894799203,2015-02-03T02:36:02,If people could actually assume some personal responsibility I'd be in favor.  Unfortunately; personal responsibility is an increasingly rare commodity in the US.  The result...  things that would normally be well inside the scope of personal liberty are not.
MTI1NTY4.R-kVOSpQbncnZEcZLUFtdCqennk,uid-1725235943194291518,2015-02-03T02:54:10,It makes rational sense to me; especially since alcohol is legal. but I have three kids; emotionally hard to imagine a world where it is legal for them...
MTI1NDU5.oXdlOeYWaUSbjVoN-hdqMNV2sGA,uid-5023078985052522901,2015-02-03T03:04:10,We're spending way to much to incarcerate victimless crimes. Even if we don't tax it (which we should) legalization is a huge budgetary & social win
MTI2NTE2.GQjSiJRFLGKcGIjpp4_8wyw6_ZU,uid-4336972509550173757,2015-02-04T11:08:42,Prohibition
MTIxOTE0.4yy29MwvMHircGeMwViRWa1rfgE,uid-590699782026937547,2015-01-30T16:15:47,The Lego Movie. Smart silly fun with a song I still can't get out of my head. It's Awesome!
MTIyMTQ4.od3k92xF81mjx0IfwrcbX5B3wVM,uid-8529133183187015683,2015-01-30T17:50:27,This was close. But I think X-Men was a smidge better than Guardians
MTIyMTc5.412BYPwhixNp_wGK3Lb56io-Q9c,uid-4336972509550173757,2015-01-30T18:59:20,Thank-you for including Intersteller. :)
MTE2NDEx.4AVIn6wxCQYLcIFv_Vwz-aiRMd0,uid-8529133183187015683,2015-01-24T17:27:59,Let's play two! Rest In Peace Ernie.
MTE2NTg2.y4gIguKpavDzqwUmbcaGPoVuSwA,uid-1725235943194291518,2015-01-24T22:41:04,Let's play two!
MTE4OTk0.XTAlRvX_2CvBVeU7kMT81TVlG7A,uid-8529133183187015683,2015-01-27T18:20:18,We would love more outdoor and STEM activities
MTI3MDg5.w_UL3tjKdBeBtkdcnuID_OnaeKU,uid-5628842795894799203,2015-02-04T15:42:33,Legos are cool.  Who DOESN'T want to play with them!?  😊
MTI4NDM3.GP-ILJmVxzlZoX-G6E0coRfKY30,uid-1352247568516688617,2015-02-04T21:46:43,But we prefer Erector sets
MTIxODQ2.QOOLtvcVLPelF7_294WxuXUTQlI,uid-2553235734972705919,2015-01-30T15:21:03,Ukrainian
MTA2Mzky.3lwUTdZvActusZSjKGsITQX0yIo,uid-5628842795894799203,2015-01-12T15:40:06,It's all of the above - it helps consumer spending.  If oil prices go lower energy-sector jobs will be cut and clearly renewables will suffer.
MTA3Njc3.BskMiEXRk7Rh0BY6Id3KOpXztdc,uid-4336972509550173776,2015-01-13T20:09:14,My comment
OTY1MTU.RdQ5gbopVC3gweu1fE7im3_DV5k,uid-2350789765717880243,2014-12-22T16:12:55,Didn't attend any shows.
MTIzNjE2.USpwHONAkCmKBQ79G2SMkpybabc,uid-8529133183187015683,2015-01-31T21:31:25,Actually; watching at home in peace
MTIzNjk0.8DvrAzvt7OWfGJocNAFW9LNod_0,uid-2553235734972705919,2015-01-31T22:53:51,I'm traveling 
MTAxNjE4.K12n02nO6xy757ivepvaGhL0P3I,uid-5628842795894799203,2015-01-05T14:53:16,The benefits of the jobs created by the construction of the pipeline will be small when compared to the strategic and tactical advantages of the additional energy independence we will get.  Cheap oil won't last forever.
MTE2NTQw.k75sQfmOXQXGan5dezmdlfDwZkk,uid-8529133183187015683,2015-01-24T19:15:01,The guys a arrogant headcase. They knew that then and known it even more now. 
MTI5OTg1.hur5aceVeNbqe-HDMBuCZovIg1Y,uid-8529133183187015683,2015-02-06T14:20:12,You Hurt My Feelings but Thank You; My Therapist Is a Hottie 
MTI5OTg2.ycgCl_xer2Z62wwq2jUI9Bry4Qs,uid-7113496701631595215,2015-02-06T14:22:42,Boots and Bourbon
MTIzODA5.tQstCZAnc-suxzjskqX4_hQnu-M,uid-8887317209463487990,2015-02-01T01:39:36,That clutch three from Larry b
MTI1NDU3.YTrT1h3A-vZB-zV-F799LhtYU74,uid-3688118382361809286,2015-02-03T02:45:43,NO leads at half...
MTI4Nzc1.xjSOaZGr0bSoBMCR81k8z20DNro,uid-8529133183187015683,2015-02-05T15:21:56,Wow; hard question. We keep breaking things and putting bandaids on compound fractures. How do you solve a systems problem like this?
MTI4Nzc4.KQXx5c1_uJGgg7vYw3leNhzkGls,uid-5628842795894799203,2015-02-05T15:34:41,We either need to go to win or not go at all.  It is immoral to send our troops into battle when we're not committed deeply to the outcome.  The next time we go to war we need to increase our taxes to pay for the direct (e.g.; gas; ammo; payroll) and indirect (e.g.; PTSD; vet benefits)  costs we incur as a result.  Let's see where that leaves the conversation and decision.
MTIxODQ1.moUfaDyHyiKGqB8hh7t2tzB0H5M,uid-2553235734972705919,2015-01-30T15:20:28,Crazy that Congress is trying to undermine our diplomatic efforts!
MTIzNjk1.qxuj_LShkK09BZWB4yFnp76xRRg,uid-2439379794235606323,2015-01-31T23:05:56,Time for the GOP to move on with a different candidate anyway! Mitt has been a running forever if you will!
MTE5NDQ5.PO4pZ9QmL5qsBJUJmspBam12HPc,uid-8529133183187015683,2015-01-28T13:55:01,Having said that; I will buy/drive less if it it $4 a gallon
MTE5NjQ3.KywJaUL7V8hP16rkzY4V6W94GRg,uid-5628842795894799203,2015-01-28T15:38:11,Gas prices are going back up once OPEC stops over-producing.  Don't get addicted to low gas-prices!
MTE3NjA2.i1sITsyOWoNu7-aaCB1-34W7Cs4,uid-8529133183187015683,2015-01-26T19:39:32,Wall is taking the Wizards to the Finals
MTE4MDIw.9Z69ERXedrQ8pQIDsp8X3oYMIoY,uid-8887317209463487993,2015-01-27T00:53:26,Cuz he's gonna win mvp ps I follow u on instagram so maybe a s/o 
OTc0NDc.kFS4APEnSMMaK3cAZF-YzGT_Pus,uid-5628842795894799203,2014-12-24T23:06:08,Love Christmas music!!
OTU4Mzg.cygESKiOl281BRpH_042p8JxsHs,uid-2553235734972705919,2014-12-19T21:42:59,The fact I can get it right away with the best of the day before I get a follow back on my way home from work to be the first half of the year and the rest of my
OTc0Mzk.VWa0UBcCDspmKIfReVQn4blnkgs,uid-3916586268100219812,2014-12-24T19:33:26,Testing!
MTE5OTQ3.tJSwlIUlDCeuARrpRvM2xglaNX8,uid-8529133183187015683,2015-01-28T21:45:51,Trying to figure out where to watch it!
MTI5MDE5.QWwAjv6H5YvRbjIjzY9c8Bc5rMU,uid-8228270014040635477,2015-02-05T17:06:33,Hank Williams Jr. and Friends
MTI5MDIw.RiHwp8Qjm58N9tLQtLfkG7S6lH4,uid-8529133183187015683,2015-02-05T17:08:15,Anything by Woodie Guthrie!
MTI5MTUy.d9QX8GXix9ydw36LhrwA66kccPg,uid-7761062048590846406,2015-02-05T17:13:36,Johnny Cash live at Folsom prison
MTI5MTcz.WQp-UJYVpBx9ZjrGSV2oZ0oP-Zc,uid-8797257031051248747,2015-02-05T17:27:32,Kenny Rogers Gambler
MTI5MTc0.rUgJ_zN7FvPHhuq366GzrlLnRzY,uid-3685306948218031667,2015-02-05T17:34:12,Conway Twitty greatest hits
MTI5MjE0.GNiA4eu0KYySgGNej9M8I2hGIDI,uid-2553235734972705919,2015-02-05T17:54:16,Townes van Zandt live at the old quarter
MTI5MjE1.UpwOljt_xVTpbqyC2oYuGZe33fQ,uid-8459986037296260519,2015-02-05T17:54:59,Garth brooks greatest hit
MTI5MjE5.Ahp1ctHlnk4CYrqCa-JzcRDZm2E,uid-3883406369967967249,2015-02-05T18:05:55,Any Alabama
MTI5MjIw.z-Yi7WpsKwnmGyhgeKV9Aq87ReU,uid-7113496701631595257,2015-02-05T18:06:45,80s
MTI5MjIx.EdVFUiIXwcL4bjFY1mKamLz-ep8,uid-8228270014040635435,2015-02-05T18:08:20,Tim Mcgraw 
MTI5MjIy.Nv9vrqkGx2lpoVlUB7yICKfGlgY,uid-3883406369967967257,2015-02-05T18:08:43,George jones or some Waylon!!
MTI5MjYw.jDqPdmKY6VJ8p-yOgtUKPKFiLUE,uid-5628842795894799203,2015-02-05T18:52:56,Songs of Appalachia!
MTI5MzIz.YzCXgcYex1BoeE11z68e63CI4Sc,uid-1690703663724698944,2015-02-05T19:33:42,No Fences - Garth Brooks
MTI5MzMy.D9U0egEFxCsm7tnG99sw6AKwoqc,uid-5889211434205611670,2015-02-05T20:03:39,Redheaded Stranger
MTI5MzQ5.qR_pQp9DlAULwoQ8yghHWgw9jN4,uid-942677281430279380,2015-02-05T20:46:36,Conway Twitty
MTI5NDI0.Z07jzJc2XvrMKYdI7wnouU6tFek,uid-1917035256310762356,2015-02-05T21:21:49,Johnny Cash "At Folsom Prison"
MTI5NDI1.IYus5aSKFjoPqxWMHY5rXwAxp2k,uid-8228270014040635439,2015-02-05T21:22:29,Love to Lay You Down by Conway Twitty
MTI5NDY1.N8UGcp8w4vPZDK0Ep_4FiuD113c,uid-942677281430279376,2015-02-05T22:04:37,Conway twitty
